day_reported	model_fit	model_fit_low	model_fit_high	data_value	smoothed_value	variable	data_source	model_type
2020-04-11	37.7623660046972	35.8645335688398	39.7606254528753	36	39.2857142857143	hospitalizations	FOPH_online	current
2020-04-12	36.7658420574799	34.9180921686192	38.7113687560041	29	35.2857142857143	hospitalizations	FOPH_online	current
2020-04-13	32.8356258703313	31.1853978146888	34.5731785338501	27	32.2857142857143	hospitalizations	FOPH_online	current
2020-04-14	29.9739685889412	28.4675595410445	31.5600918187408	43	31.7142857142857	hospitalizations	FOPH_online	current
2020-04-15	29.6737431174163	28.1824225742456	31.2439794087496	28	28.2857142857143	hospitalizations	FOPH_online	current
2020-04-16	26.2913278409855	24.9699981670933	27.6825779087609	31	26.5714285714286	hospitalizations	FOPH_online	current
2020-04-17	24.7340711529501	23.4910049081328	26.0429163499683	28	25.5714285714286	hospitalizations	FOPH_online	current
2020-04-18	23.9128710072979	22.711076018433	25.1782610100708	12	21.8571428571429	hospitalizations	FOPH_online	current
2020-04-19	20.1874339868504	19.1728691946917	21.2556861904776	17	20.4285714285714	hospitalizations	FOPH_online	current
2020-04-20	18.8989467306906	17.9491377567353	19.899016452501	20	16.7142857142857	hospitalizations	FOPH_online	current
2020-04-21	15.2027731892779	14.4387237102276	16.0072536384162	17	14.2857142857143	hospitalizations	FOPH_online	current
2020-04-22	12.8826999547232	12.235250961923	13.5644098057258	18	14.2857142857143	hospitalizations	FOPH_online	current
2020-04-23	13.0678571855428	12.4111027006466	13.75936494449	5	12.7142857142857	hospitalizations	FOPH_online	current
2020-04-24	11.5864382382674	11.0041357866173	12.199554208741	11	11.4285714285714	hospitalizations	FOPH_online	current
2020-04-25	10.3950711336993	9.87264350911334	10.9451438993945	12	10.4285714285714	hospitalizations	FOPH_online	current
2020-04-26	9.48971642376213	9.01278943158519	9.99188081414897	6	8.85714285714286	hospitalizations	FOPH_online	current
2020-04-27	7.98337129343638	7.58214905576483	8.4058248842267	11	8.14285714285714	hospitalizations	FOPH_online	current
2020-04-28	7.35961944280924	6.98974525398344	7.74906614974385	10	6.57142857142857	hospitalizations	FOPH_online	current
2020-04-29	5.84718977249714	5.55332613038641	6.15660370611373	7	4.85714285714286	hospitalizations	FOPH_online	current
2020-04-30	4.21256477291859	3.0827482287105	5.75645516580431	0	NA	hospitalizations	FOPH_online	current
2020-05-01	3.65352687536007	2.27650711166429	5.86348206890502	0	NA	hospitalizations	FOPH_online	current
2020-05-02	3.16867736130507	1.7071256776221	5.88153312416514	0	NA	hospitalizations	FOPH_online	current
2020-05-03	2.74817089420142	1.28529157574799	5.87605443483954	NA	NA	hospitalizations	FOPH_online	current
2020-05-04	2.38346868506211	0.967741799165584	5.8702878986626	NA	NA	hospitalizations	FOPH_online	current
2020-05-05	2.06716510412737	0.72737270689285	5.87480328479167	NA	NA	hospitalizations	FOPH_online	current
2020-05-06	1.79283730241691	0.545243417090657	5.89510206301694	NA	NA	hospitalizations	FOPH_online	current
2020-02-24	NA	NA	NA	NA	NA	deaths	FOPH_online	current
2020-02-25	NA	NA	NA	NA	NA	deaths	FOPH_online	current
2020-02-26	NA	NA	NA	NA	NA	deaths	FOPH_online	current
2020-02-27	NA	NA	NA	NA	NA	deaths	FOPH_online	current
2020-02-28	NA	NA	NA	NA	NA	deaths	FOPH_online	current
2020-02-29	NA	NA	NA	NA	NA	deaths	FOPH_online	current
2020-03-01	NA	NA	NA	NA	NA	deaths	FOPH_online	current
2020-03-02	NA	NA	NA	NA	NA	deaths	FOPH_online	current
2020-03-03	NA	NA	NA	NA	NA	deaths	FOPH_online	current
2020-03-04	NA	NA	NA	NA	NA	deaths	FOPH_online	current
2020-03-05	NA	NA	NA	1	NA	deaths	FOPH_online	current
2020-03-06	NA	NA	NA	0	NA	deaths	FOPH_online	current
2020-03-07	NA	NA	NA	0	NA	deaths	FOPH_online	current
2020-03-08	1	0.996000157476793	1.00401590551285	1	1	deaths	FOPH_online	current
2020-03-09	1.00000000000026	0.996000157477049	1.0040159055131	0	1.42857142857143	deaths	FOPH_online	current
2020-03-10	1.79988662160285	1.79268735855681	1.80711479620905	2	1.85714285714286	deaths	FOPH_online	current
2020-03-11	2.38780295351991	2.37825211772938	2.39739214456454	3	2.57142857142857	deaths	FOPH_online	current
2020-03-12	3.46873210367372	3.45485772150383	3.48266220405145	4	3.57142857142857	deaths	FOPH_online	current
2020-03-13	4.90960422783775	4.88996658407513	4.92932073452222	3	4.57142857142857	deaths	FOPH_online	current
2020-03-14	6.00037851574124	5.97637794659863	6.02447546890177	5	5.71428571428571	deaths	FOPH_online	current
2020-03-15	7.26682664306365	7.23776048084795	7.29600953224043	8	6.42857142857143	deaths	FOPH_online	current
2020-03-16	7.55119190787527	7.52098832938125	7.58151678108667	7	7.42857142857143	deaths	FOPH_online	current
2020-03-17	8.63376956074186	8.59923584211723	8.66844196351749	10	10	deaths	FOPH_online	current
2020-03-18	12.7827280148216	12.7315991157454	12.8340622427256	8	11.7142857142857	deaths	FOPH_online	current
2020-03-19	14.150874924421	14.0942736531577	14.2077035010415	11	12.8571428571429	deaths	FOPH_online	current
2020-03-20	14.5961708564942	14.5377884716264	14.6547876995032	21	15	deaths	FOPH_online	current
2020-03-21	17.3325908516694	17.2632632177435	17.4021968988225	17	16.2857142857143	deaths	FOPH_online	current
2020-03-22	18.0739104445124	18.0016176489558	18.1464935611052	16	20.4285714285714	deaths	FOPH_online	current
2020-03-23	24.5434906629428	24.4453205653212	24.6420550024006	22	24.1428571428571	deaths	FOPH_online	current
2020-03-24	28.6983445611359	28.5835557022146	28.8135944012685	19	25.5714285714286	deaths	FOPH_online	current
2020-03-25	28.2077167960549	28.0948903709314	28.3209963214409	37	31.1428571428571	deaths	FOPH_online	current
2020-03-26	36.6285744719466	36.4820659422093	36.7756713660962	37	35.2857142857143	deaths	FOPH_online	current
2020-03-27	40.5091085884295	40.3470785333203	40.6717893409303	31	40.4285714285714	deaths	FOPH_online	current
2020-03-28	46.3534746030724	46.1680680042566	46.5396257772705	56	43.5714285714286	deaths	FOPH_online	current
2020-03-29	47.9935541408211	47.8015874821288	48.1862917194764	45	46.2857142857143	deaths	FOPH_online	current
2020-03-30	49.8005998284511	49.601405271576	50.0005943318452	58	49.1428571428571	deaths	FOPH_online	current
2020-03-31	52.421275486548	52.2115986397361	52.6317943757649	41	52	deaths	FOPH_online	current
2020-04-01	55.1798518509073	54.9591411330497	55.4014489221534	56	50.8571428571429	deaths	FOPH_online	current
2020-04-02	51.1892824252276	50.9845333566507	51.3948537467178	57	50.8571428571428	deaths	FOPH_online	current
2020-04-03	50.9738807741719	50.7699932782785	51.1785870629841	51	49.1428571428571	deaths	FOPH_online	current
2020-04-04	48.1021611425511	47.9097600729549	48.2953348766633	48	50.8571428571429	deaths	FOPH_online	current
2020-04-05	51.6088714992224	51.4024441404251	51.816127850788	45	50.4285714285714	deaths	FOPH_online	current
2020-04-06	50.4127421431784	50.2110991134427	50.6151949522689	46	48.4285714285714	deaths	FOPH_online	current
2020-04-07	47.1703183269109	46.9816444818337	47.3597498683227	53	48.1428571428571	deaths	FOPH_online	current
2020-04-08	47.5160536851211	47.3259969530563	47.7068736670639	53	47.2857142857143	deaths	FOPH_online	current
2020-04-09	46.5233912702144	46.337305031488	46.7102248136928	43	45.4285714285714	deaths	FOPH_online	current
2020-04-10	44.0119805585341	43.8359395671655	44.1887285138904	49	43.4285714285714	deaths	FOPH_online	current
2020-04-11	41.7122121056133	41.5453698258962	41.8797244081612	42	40.8571428571429	deaths	FOPH_online	current
2020-04-12	38.7194068750238	38.5645353449317	38.8749003545474	32	38.1428571428571	deaths	FOPH_online	current
2020-04-13	35.7975493529588	35.6543647928302	35.9413089287518	32	37.1428571428571	deaths	FOPH_online	current
2020-04-14	35.7021363404716	35.5593334173677	35.8455127466217	35	35	deaths	FOPH_online	current
2020-04-15	33.2123068970824	33.0794628996616	33.3456843834447	34	32.8571428571429	deaths	FOPH_online	current
2020-04-16	30.9625075556342	30.8386624012881	31.0868500604184	36	30.8571428571429	deaths	FOPH_online	current
2020-04-17	29.0136955952522	28.8976453818549	29.1302118553412	34	31	deaths	FOPH_online	current
2020-04-18	30.4255512205926	30.3038538070284	30.5477373594708	27	30.1428571428571	deaths	FOPH_online	current
2020-04-19	29.4059374953845	29.2883183761557	29.5240289618826	18	28.2857142857143	deaths	FOPH_online	current
2020-04-20	26.9085938059048	26.8009636681602	27.0166561761129	33	26.8571428571429	deaths	FOPH_online	current
2020-04-21	25.5179173819769	25.4158497309288	25.6203949270675	29	24.5714285714286	deaths	FOPH_online	current
2020-04-22	22.7815121750668	22.690389713926	22.8730005754017	21	23.7142857142857	deaths	FOPH_online	current
2020-04-23	22.5658379363449	22.4755781381954	22.6564602093155	26	22.8571428571429	deaths	FOPH_online	current
2020-04-24	21.9316765484941	21.8439532960302	22.0197520892512	18	21.1428571428571	deaths	FOPH_online	current
2020-04-25	19.8110957614075	19.7318544981497	19.8906552500913	21	18.1428571428571	deaths	FOPH_online	current
2020-04-26	16.0584375024327	15.9942062812542	16.1229266701265	12	16.1428571428571	deaths	FOPH_online	current
2020-04-27	14.3368285392248	14.2794834827857	14.3944038879922	21	13.8571428571429	deaths	FOPH_online	current
2020-04-28	12.0385036344148	11.9903515156621	12.0868491275267	8	11.7142857142857	deaths	FOPH_online	current
2020-04-29	9.9984812120839	9.95848886176432	10.0386341679036	7	9.14285714285714	deaths	FOPH_online	current
2020-04-30	7.36431476104078	6.75033867091775	8.03413495878864	10	NA	deaths	FOPH_online	current
2020-05-01	5.93174880152785	5.01546003617253	7.01543698696848	3	NA	deaths	FOPH_online	current
2020-05-02	4.77785713758035	3.6805133016747	6.20237367889429	0	NA	deaths	FOPH_online	current
2020-05-03	3.84842979548421	2.66967428680037	5.54764750291731	NA	NA	deaths	FOPH_online	current
2020-05-04	3.09980216324992	1.91596268465613	5.01511513154204	NA	NA	deaths	FOPH_online	current
2020-05-05	2.49680362171707	1.36161850933885	4.57839569795984	NA	NA	deaths	FOPH_online	current
2020-05-06	2.01110522449715	0.958869506755372	4.21803404478436	NA	NA	deaths	FOPH_online	current
2020-02-25	NA	NA	NA	0	NA	cases	corona-data.ch	current
2020-02-26	NA	NA	NA	2	NA	cases	corona-data.ch	current
2020-02-27	NA	NA	NA	4	NA	cases	corona-data.ch	current
2020-02-28	2.59497739627899	2.50704058297549	2.68599867625864	7	6	cases	corona-data.ch	current
2020-02-29	11.729026161476	11.3315609715008	12.1404328179129	9	8.71428571428572	cases	corona-data.ch	current
2020-03-01	7.02467734686784	6.7866299013469	7.27107453108719	8	11.7142857142857	cases	corona-data.ch	current
2020-03-02	33.8744666568747	32.7265519758326	35.0626455281658	12	17.1428571428571	cases	corona-data.ch	current
2020-03-03	53.0406371112083	51.2432323978436	54.9010874903605	19	25.8571428571429	cases	corona-data.ch	current
2020-03-04	35.7097228416778	34.4996162584178	36.962275054822	23	32.8571428571429	cases	corona-data.ch	current
2020-03-05	46.0599100760925	44.4990634502433	47.6755048696677	42	39.1428571428571	cases	corona-data.ch	current
2020-03-06	59.7549102965875	57.7299769009237	61.850870141195	68	49.8571428571429	cases	corona-data.ch	current
2020-03-07	69.8463765298984	67.4794704513936	72.2963040717754	58	68.7142857142857	cases	corona-data.ch	current
2020-03-08	83.6084627963349	80.7751965821259	86.5411084955869	52	95	cases	corona-data.ch	current
2020-03-09	115.430102576332	111.518486469612	119.478922307766	87	131.428571428571	cases	corona-data.ch	current
2020-03-10	173.677267055863	167.791811009096	179.769161025136	151	168.428571428571	cases	corona-data.ch	current
2020-03-11	233.105776109531	225.206447528441	241.282181091927	207	216.571428571428	cases	corona-data.ch	current
2020-03-12	302.917937159518	292.652861970627	313.543069543558	297	249.714285714286	cases	corona-data.ch	current
2020-03-13	334.357940130577	323.027447695474	346.085860275734	327	346.571428571428	cases	corona-data.ch	current
2020-03-14	449.081918945586	433.863739041237	464.833890865172	395	444.142857142857	cases	corona-data.ch	current
2020-03-15	529.140307754859	511.209164107476	547.700403179867	284	574	cases	corona-data.ch	current
2020-03-16	730.895039287591	706.12696974431	756.53187223347	765	674	cases	corona-data.ch	current
2020-03-17	902.862339039264	872.266759647822	934.531087238235	834	792.857142857143	cases	corona-data.ch	current
2020-03-18	1034.77179815384	999.706161529624	1071.06739505957	1116	832.857142857143	cases	corona-data.ch	current
2020-03-19	1032.6583847903	997.6643660679	1068.87985172875	997	874.285714285714	cases	corona-data.ch	current
2020-03-20	1045.02187891291	1009.60889458564	1081.67700707001	1159	980.285714285714	cases	corona-data.ch	current
2020-03-21	1090.53150402707	1053.57632075314	1128.78292521364	675	1016.42857142857	cases	corona-data.ch	current
2020-03-22	1059.9537427812	1024.03475769758	1097.1326201485	574	1017.57142857143	cases	corona-data.ch	current
2020-03-23	1116.37638733321	1078.54539038884	1155.53434218085	1507	1034.28571428571	cases	corona-data.ch	current
2020-03-24	1122.81800357643	1084.76871756111	1162.20190419008	1087	1059.14285714286	cases	corona-data.ch	current
2020-03-25	1077.38831462985	1040.87851873921	1115.17872605053	1124	1081.57142857143	cases	corona-data.ch	current
2020-03-26	1089.47906007926	1052.55954130363	1127.6935658016	1114	1085	cases	corona-data.ch	current
2020-03-27	1107.90145116781	1070.35764704462	1146.76213963516	1333	1029.14285714286	cases	corona-data.ch	current
2020-03-28	1057.45563160167	1021.62130079546	1094.54688536291	832	1004.85714285714	cases	corona-data.ch	current
2020-03-29	1024.99899667975	990.264534045686	1060.95180335523	598	996.714285714286	cases	corona-data.ch	current
2020-03-30	968.974521811302	936.138578136978	1002.96221718368	1116	989.857142857143	cases	corona-data.ch	current
2020-03-31	949.570174899948	917.391792418282	982.877244500567	917	937.428571428571	cases	corona-data.ch	current
2020-04-01	923.584923698597	892.287111578281	955.980536101812	1067	900	cases	corona-data.ch	current
2020-04-02	899.137016271174	868.66767806134	930.67509526001	1066	869.142857142857	cases	corona-data.ch	current
2020-04-03	842.084481746703	813.548500676767	871.621389270251	966	815.714285714286	cases	corona-data.ch	current
2020-04-04	777.654343269185	751.301726519316	804.931302909603	570	777.714285714286	cases	corona-data.ch	current
2020-04-05	751.499470823773	726.033172443578	777.859023641651	382	720.857142857143	cases	corona-data.ch	current
2020-04-06	685.903190682307	662.659774030667	709.961892098187	742	664.142857142857	cases	corona-data.ch	current
2020-04-07	630.762583913534	609.387734305993	652.887176533651	651	590.142857142857	cases	corona-data.ch	current
2020-04-08	556.433227620943	537.577200233835	575.950647955276	669	574.857142857143	cases	corona-data.ch	current
2020-04-09	532.396199431886	514.354722361579	551.070498328701	669	559.142857142857	cases	corona-data.ch	current
2020-04-10	499.537359880961	482.609380617264	517.059103985253	448	488.857142857143	cases	corona-data.ch	current
2020-04-11	455.554663121638	440.117139304318	471.533672648846	463	442	cases	corona-data.ch	current
2020-04-12	436.618655269761	421.822821892432	451.933466459499	272	392.428571428571	cases	corona-data.ch	current
2020-04-13	361.362125707278	349.116533961916	374.0372431342	250	339.714285714286	cases	corona-data.ch	current
2020-04-14	302.865772111504	292.602464655964	313.489074757279	323	321.714285714286	cases	corona-data.ch	current
2020-04-15	288.525506810684	278.748152425213	298.645811124065	322	296.285714285714	cases	corona-data.ch	current
2020-04-16	256.729054473815	248.029196446065	265.73406822834	300	282.714285714286	cases	corona-data.ch	current
2020-04-17	256.086708374804	247.408617730873	265.06919123399	322	275.714285714286	cases	corona-data.ch	current
2020-04-18	256.11810723452	247.438952567577	265.101691438329	285	252.857142857143	cases	corona-data.ch	current
2020-04-19	236.570074446979	228.553350101068	244.867992961384	177	235.571428571429	cases	corona-data.ch	current
2020-04-20	229.073741588375	221.311047826312	237.108719156581	201	224	cases	corona-data.ch	current
2020-04-21	211.539539485293	204.37103273194	218.959488374971	163	205.285714285714	cases	corona-data.ch	current
2020-04-22	189.35046418143	182.93388558559	195.992110324186	201	184.428571428571	cases	corona-data.ch	current
2020-04-23	174.57489008926	168.659016009097	180.698269033145	219	170.714285714286	cases	corona-data.ch	current
2020-04-24	159.822457469081	154.406503702271	165.428380923054	191	165.857142857143	cases	corona-data.ch	current
2020-04-25	149.641081127543	144.570146855624	154.889883202389	139	158.571428571429	cases	corona-data.ch	current
2020-04-26	143.530544392915	138.666679796743	148.565013627812	81	147.714285714286	cases	corona-data.ch	current
2020-04-27	140.365280847805	135.608678530611	145.288725478109	167	135.285714285714	cases	corona-data.ch	current
2020-04-28	131.031509374151	126.591203499721	135.627563165603	112	118.428571428571	cases	corona-data.ch	current
2020-04-29	112.312418809187	108.50645263058	116.251882841622	125	109	cases	corona-data.ch	current
2020-04-30	101.221444581434	78.4133030875907	130.663808814526	132	NA	cases	corona-data.ch	current
2020-05-01	90.0389610593013	63.163720675922	128.349223603111	73	NA	cases	corona-data.ch	current
2020-05-02	80.7296053066608	53.2593273843566	122.368597071008	54	NA	cases	corona-data.ch	current
2020-05-03	75.0757877397058	42.7830492685351	131.743155317418	NA	NA	cases	corona-data.ch	current
2020-05-04	68.1417915831483	32.0106989527035	145.054744572176	NA	NA	cases	corona-data.ch	current
2020-05-05	60.5644895528173	25.0180651432832	146.616349976932	NA	NA	cases	corona-data.ch	current
2020-05-06	55.4921638670989	19.7770323367461	155.704870084649	NA	NA	cases	corona-data.ch	current
2020-02-25	NA	NA	NA	0	NA	curr_hosp	corona-data.ch	current
2020-02-26	NA	NA	NA	1	NA	curr_hosp	corona-data.ch	current
2020-02-27	NA	NA	NA	2	NA	curr_hosp	corona-data.ch	current
2020-02-28	1.34261674571314	1.25922603983313	1.43152989919763	12	9.28571428571428	curr_hosp	corona-data.ch	current
2020-02-29	19.2780541872528	18.0806830448169	20.5547197705672	14	13	curr_hosp	corona-data.ch	current
2020-03-01	24.4760879540047	22.9558639152515	26.0969869722113	15	17.7142857142857	curr_hosp	corona-data.ch	current
2020-03-02	31.11719539578	29.1844883166037	33.1778936397619	21	22.8571428571429	curr_hosp	corona-data.ch	current
2020-03-03	37.8609523395666	35.5093865997776	40.3682476471704	26	27.7142857142857	curr_hosp	corona-data.ch	current
2020-03-04	43.5147972270557	40.8120678975013	46.3965115040816	34	32.4285714285714	curr_hosp	corona-data.ch	current
2020-03-05	48.6174006935986	45.5977456990996	51.8370286504886	38	38.8571428571429	curr_hosp	corona-data.ch	current
2020-03-06	56.3189318103361	52.8209302450586	60.048584255178	46	46.2857142857143	curr_hosp	corona-data.ch	current
2020-03-07	65.222825291261	61.1717977304227	69.5421272024952	47	57	curr_hosp	corona-data.ch	current
2020-03-08	78.8070209007783	73.912271060811	84.0259195681596	60	69.5714285714286	curr_hosp	corona-data.ch	current
2020-03-09	94.5514024088325	88.6787598889228	100.81295350403	73	85	curr_hosp	corona-data.ch	current
2020-03-10	113.862907929522	106.790816585428	121.403339881717	101	103.142857142857	curr_hosp	corona-data.ch	current
2020-03-11	136.380342431952	127.909680152586	145.41196397074	122	135.714285714286	curr_hosp	corona-data.ch	current
2020-03-12	179.318263309017	168.180701825249	191.193396193419	146	172	curr_hosp	corona-data.ch	current
2020-03-13	226.023448456136	211.985000796092	240.991575159337	173	219.714285714286	curr_hosp	corona-data.ch	current
2020-03-14	287.65287343286	269.786586392593	306.702333502126	275	276.571428571429	curr_hosp	corona-data.ch	current
2020-03-15	360.23943243145	337.86475205286	384.095848679207	314	343.142857142857	curr_hosp	corona-data.ch	current
2020-03-16	444.138045549775	416.552373581344	473.550544938268	407	424.571428571428	curr_hosp	corona-data.ch	current
2020-03-17	546.33291291344	512.399858377362	582.513142524458	499	516.857142857143	curr_hosp	corona-data.ch	current
2020-03-18	660.329230268776	619.315798251681	704.058726708205	588	612.428571428571	curr_hosp	corona-data.ch	current
2020-03-19	774.863569182876	726.736342853261	826.177962271054	716	723.285714285714	curr_hosp	corona-data.ch	current
2020-03-20	907.03099657234	850.694774563546	967.098016048242	819	837.571428571428	curr_hosp	corona-data.ch	current
2020-03-21	1039.62696439133	975.055129808384	1108.47498982129	944	961.142857142857	curr_hosp	corona-data.ch	current
2020-03-22	1181.01483677376	1107.6613193178	1259.22610129493	1090	1086	curr_hosp	corona-data.ch	current
2020-03-23	1320.11237641365	1238.11942998157	1407.53520553865	1207	1213.42857142857	curr_hosp	corona-data.ch	current
2020-03-24	1459.11322247635	1368.48685276239	1555.74121279117	1364	1352	curr_hosp	corona-data.ch	current
2020-03-25	1609.88239993721	1509.89166904306	1716.49489480935	1462	1485.14285714286	curr_hosp	corona-data.ch	current
2020-03-26	1750.18285355213	1641.47797999621	1866.08657453629	1608	1613.71428571429	curr_hosp	corona-data.ch	current
2020-03-27	1881.96173729382	1765.07200073035	2006.59235383738	1789	1751.85714285714	curr_hosp	corona-data.ch	current
2020-03-28	2024.34608104114	1898.61277018943	2158.4059267745	1876	1871.57142857143	curr_hosp	corona-data.ch	current
2020-03-29	2140.98567231157	2008.00780870074	2282.76983245864	1990	1988.42857142857	curr_hosp	corona-data.ch	current
2020-03-30	2253.16301649433	2113.21775288271	2402.375984194	2174	2093.42857142857	curr_hosp	corona-data.ch	current
2020-03-31	2349.8383107147	2203.88848842918	2505.45348164967	2202	2169.85714285714	curr_hosp	corona-data.ch	current
2020-04-01	2410.82164233915	2261.08410990677	2570.47535989737	2280	2232	curr_hosp	corona-data.ch	current
2020-04-02	2455.43420398327	2302.9257594358	2618.04233392572	2343	2275.71428571429	curr_hosp	corona-data.ch	current
2020-04-03	2479.1982158371	2325.21377471104	2643.38008842808	2324	2293.85714285714	curr_hosp	corona-data.ch	current
2020-04-04	2474.1443966927	2320.473851209	2637.99158628594	2311	2296.28571428571	curr_hosp	corona-data.ch	current
2020-04-05	2453.14199868376	2300.77592433878	2615.59833013102	2296	2274.71428571429	curr_hosp	corona-data.ch	current
2020-04-06	2406.63813260682	2257.16044039373	2566.01480234471	2301	2234.42857142857	curr_hosp	corona-data.ch	current
2020-04-07	2341.57715089963	2196.14043404838	2496.64523661989	2219	2188.28571428571	curr_hosp	corona-data.ch	current
2020-04-08	2273.36356137173	2132.16363018511	2423.9142854735	2129	2133.28571428571	curr_hosp	corona-data.ch	current
2020-04-09	2198.19402029119	2061.66291296022	2343.76673338216	2061	2077.14285714286	curr_hosp	corona-data.ch	current
2020-04-10	2124.82642553492	1992.85222212682	2265.54045930867	2001	2017.85714285714	curr_hosp	corona-data.ch	current
2020-04-11	2050.52902435282	1923.16947568474	2186.3228035149	1926	1964.57142857143	curr_hosp	corona-data.ch	current
2020-04-12	1985.42896503599	1862.11281886276	2116.91157231348	1903	1906.57142857143	curr_hosp	corona-data.ch	current
2020-04-13	1916.80831249046	1797.75423490233	2043.7466008985	1886	1850	curr_hosp	corona-data.ch	current
2020-04-14	1851.47679372278	1736.48049471043	1974.08858212692	1846	1787.85714285714	curr_hosp	corona-data.ch	current
2020-04-15	1781.26589751517	1670.63043804539	1899.2280551064	1723	1729.14285714286	curr_hosp	corona-data.ch	current
2020-04-16	1716.20852534187	1609.61381704368	1829.86233795245	1665	1672.57142857143	curr_hosp	corona-data.ch	current
2020-04-17	1654.57732689687	1551.81056813005	1764.14968869561	1566	1615	curr_hosp	corona-data.ch	current
2020-04-18	1592.66452900684	1493.74321007648	1698.13679141459	1515	1552	curr_hosp	corona-data.ch	current
2020-04-19	1525.45938799915	1430.71221941011	1626.48107205946	1507	1497.14285714286	curr_hosp	corona-data.ch	current
2020-04-20	1468.00288849829	1376.82437646451	1565.21958608342	1483	1443	curr_hosp	corona-data.ch	current
2020-04-21	1411.79510935713	1324.10769513178	1505.28951544712	1405	1396.57142857143	curr_hosp	corona-data.ch	current
2020-04-22	1364.46901084996	1279.72104809031	1454.82930389256	1339	1353.28571428571	curr_hosp	corona-data.ch	current
2020-04-23	1320.78129870234	1238.74680511839	1408.24842638857	1286	1308.14285714286	curr_hosp	corona-data.ch	current
2020-04-24	1275.14686269811	1195.94675043927	1359.59190561922	1241	1263.28571428571	curr_hosp	corona-data.ch	current
2020-04-25	1229.94383533972	1153.55130936443	1311.39536300614	1212	1225.57142857143	curr_hosp	corona-data.ch	current
2020-04-26	1192.67921980608	1118.6012207452	1271.66294384123	1191	1187.42857142857	curr_hosp	corona-data.ch	current
2020-04-27	1154.90532886892	1083.17348811356	1231.38752313146	1169	1146	curr_hosp	corona-data.ch	current
2020-04-28	1113.50374776368	1044.34338325718	1187.2441729048	1141	1104.57142857143	curr_hosp	corona-data.ch	current
2020-04-29	1072.14015495042	1005.54890721789	1143.14132669832	1072	1067.28571428571	curr_hosp	corona-data.ch	current
2020-04-30	1035.34547974498	730.905482176157	1466.59217719482	996	NA	curr_hosp	corona-data.ch	current
2020-05-01	1004.36110788362	594.124010456282	1697.86310143317	951	NA	curr_hosp	corona-data.ch	current
2020-05-02	974.303992979892	491.867059029564	1929.92853111455	931	NA	curr_hosp	corona-data.ch	current
2020-05-03	945.146385384086	409.421094232884	2181.86532737974	NA	NA	curr_hosp	corona-data.ch	current
2020-05-04	916.861365899216	341.09003533255	2464.55386320209	NA	NA	curr_hosp	corona-data.ch	current
2020-05-05	889.42282092838	283.812990755126	2787.30354196765	NA	NA	curr_hosp	corona-data.ch	current
2020-05-06	862.805418365893	235.60273131869	3159.69677344096	NA	NA	curr_hosp	corona-data.ch	current
2020-02-25	NA	NA	NA	0	NA	deaths	corona-data.ch	current
2020-02-26	NA	NA	NA	0	NA	deaths	corona-data.ch	current
2020-02-27	NA	NA	NA	0	NA	deaths	corona-data.ch	current
2020-02-28	0	0	0	0	0	deaths	corona-data.ch	current
2020-02-29	0	0	0	0	0	deaths	corona-data.ch	current
2020-03-01	0	0	0	0	0	deaths	corona-data.ch	current
2020-03-02	0	0	0	0	0	deaths	corona-data.ch	current
2020-03-03	1	0.918700322316382	1.08849423006474	0	0.142857142857143	deaths	corona-data.ch	current
2020-03-04	0.142857142857143	0.131242903188055	0.155499175723534	0	0.142857142857143	deaths	corona-data.ch	current
2020-03-05	0.142857142857143	0.131242903188055	0.155499175723534	0	0.285714285714286	deaths	corona-data.ch	current
2020-03-06	0.285714285714286	0.262485806376109	0.310998351447069	1	0.285714285714286	deaths	corona-data.ch	current
2020-03-07	0.285714285714286	0.262485806376109	0.310998351447069	0	0.571428571428571	deaths	corona-data.ch	current
2020-03-08	0.571428571428571	0.524971612752218	0.621996702894138	1	0.714285714285714	deaths	corona-data.ch	current
2020-03-09	0.714285714285714	0.656214515940273	0.777495878617672	0	1.28571428571429	deaths	corona-data.ch	current
2020-03-10	1.28571428571429	1.18118612869249	1.39949258151181	2	1.28571428571429	deaths	corona-data.ch	current
2020-03-11	1.28571428571429	1.18118612869249	1.39949258151181	1	1.71428571428571	deaths	corona-data.ch	current
2020-03-12	1.71428571428571	1.57491483825665	1.86599010868241	4	2.71428571428571	deaths	corona-data.ch	current
2020-03-13	2.71428571428571	2.49361516057304	2.95448433874716	1	4	deaths	corona-data.ch	current
2020-03-14	4	3.67480128926553	4.35397692025897	3	4.71428571428571	deaths	corona-data.ch	current
2020-03-15	4.71428571428572	4.3310158052058	5.13147279887664	8	5.85714285714286	deaths	corona-data.ch	current
2020-03-16	5.85714285714286	5.38095903071024	6.37546620466491	9	6.57142857142857	deaths	corona-data.ch	current
2020-03-17	6.57142857142857	6.03717354665051	7.15296208328259	7	9.71428571428571	deaths	corona-data.ch	current
2020-03-18	9.71428571428571	8.92451741678771	10.5739439492003	9	12.1428571428571	deaths	corona-data.ch	current
2020-03-19	12.1428571428571	11.1556467709846	13.2174299365004	9	13.1428571428571	deaths	corona-data.ch	current
2020-03-20	13.1428571428571	12.074347093301	14.3059241665652	23	16.1428571428571	deaths	corona-data.ch	current
2020-03-21	16.1428571428571	14.8304480602502	17.5714068567594	20	18.2857142857143	deaths	corona-data.ch	current
2020-03-22	18.2857142857143	16.799091608071	19.9038944926124	15	22	deaths	corona-data.ch	current
