day_reported	data_source	variable	value
2020-05-09	corona-data.ch	deaths	10
2020-05-10	corona-data.ch	deaths	9
2020-05-11	corona-data.ch	deaths	4
2020-05-12	corona-data.ch	deaths	6
2020-05-13	corona-data.ch	deaths	4
2020-05-14	corona-data.ch	deaths	4
2020-05-15	corona-data.ch	deaths	5
2020-05-16	corona-data.ch	deaths	0
2020-05-17	corona-data.ch	deaths	5
2020-05-18	corona-data.ch	deaths	6
2020-05-19	corona-data.ch	deaths	2
2020-05-20	corona-data.ch	deaths	1
2020-05-21	corona-data.ch	deaths	4
2020-05-22	corona-data.ch	deaths	2
2020-05-23	corona-data.ch	deaths	1
2020-05-24	corona-data.ch	deaths	1
2020-05-25	corona-data.ch	deaths	4
2020-05-26	corona-data.ch	deaths	0
2020-05-27	corona-data.ch	deaths	2
2020-05-28	corona-data.ch	deaths	1
2020-05-29	corona-data.ch	deaths	0
2020-05-30	corona-data.ch	deaths	1
2020-05-31	corona-data.ch	deaths	0
2020-06-01	corona-data.ch	deaths	0
2020-06-02	corona-data.ch	deaths	0
2020-06-03	corona-data.ch	deaths	0
2020-06-04	corona-data.ch	deaths	0
2020-06-05	corona-data.ch	deaths	0
2020-06-06	corona-data.ch	deaths	0
2020-06-07	corona-data.ch	deaths	1
2020-06-08	corona-data.ch	deaths	2
2020-06-09	corona-data.ch	deaths	0
2020-06-10	corona-data.ch	deaths	1
2020-06-11	corona-data.ch	deaths	0
2020-06-12	corona-data.ch	deaths	2
2020-06-13	corona-data.ch	deaths	0
2020-06-14	corona-data.ch	deaths	0
2020-06-15	corona-data.ch	deaths	0
2020-06-16	corona-data.ch	deaths	0
2020-06-17	corona-data.ch	deaths	2
2020-06-18	corona-data.ch	deaths	0
2020-06-19	corona-data.ch	deaths	0
2020-06-20	corona-data.ch	deaths	0
2020-06-21	corona-data.ch	deaths	0
2020-06-22	corona-data.ch	deaths	0
2020-06-23	corona-data.ch	deaths	1
2020-06-24	corona-data.ch	deaths	1
